index,Month and Year,State,Civilian Population,Total Labor Force,Percent of Population,Employed - Total,Employed - Percent of Population,Unemployed - Total,Unemployed - Percent of Labor Force
25268,April 2017,Minnesota,4355258,3058271,70.2,2950655,67.7,107616,3.5
25269,April 2017,Mississippi,2287791,1282320,56.1,1214402,53.1,67918,5.3
25270,April 2017,Missouri,4775027,3051259,63.9,2935577,61.5,115682,3.8
25271,April 2017,Montana,829255,524311,63.2,503467,60.7,20844,4.0
25272,April 2017,Nebraska,1463036,1006949,68.8,977386,66.8,29563,2.9
25273,April 2017,Nevada,2338122,1455078,62.2,1380279,59.0,74799,5.1
25274,April 2017,New Hampshire,1097755,746313,68.0,726075,66.1,20238,2.7
25275,April 2017,New Jersey,7150924,4521156,63.2,4318031,60.4,203125,4.5
25276,April 2017,New Mexico,1618267,928084,57.4,870059,53.8,58025,6.3
25277,April 2017,New York,15931938,9701159,60.9,9248623,58.1,452536,4.7
25278,April 2017,North Carolina,8004370,4922244,61.5,4697516,58.7,224728,4.6
25279,April 2017,North Dakota,580109,415116,71.6,404591,69.7,10525,2.5
25280,April 2017,Ohio,9179387,5776848,62.9,5484806,59.8,292042,5.1
25281,April 2017,Oklahoma,2994708,1827979,61.0,1747786,58.4,80193,4.4
25282,April 2017,Oregon,3317335,2091885,63.1,2007058,60.5,84827,4.1
25283,April 2017,Pennsylvania,10253844,6434898,62.8,6116745,59.7,318153,4.9
25284,April 2017,Rhode Island,861323,553253,64.2,528916,61.4,24337,4.4
25285,April 2017,South Carolina,3935326,2307576,58.6,2209304,56.1,98272,4.3
25286,April 2017,South Dakota,657974,454370,69.1,439583,66.8,14787,3.3
25287,April 2017,Tennessee,5263843,3181251,60.4,3054966,58.0,126285,4.0
25288,April 2017,Texas,21184555,13501719,63.7,12892632,60.9,609087,4.5
25289,April 2017,Utah,2236701,1552001,69.4,1500897,67.1,51104,3.3
25290,April 2017,Vermont,515177,344587,66.9,333951,64.8,10636,3.1
25291,April 2017,Virginia,6593707,4299995,65.2,4135236,62.7,164759,3.8
25292,April 2017,Washington,5806004,3701218,63.7,3525093,60.7,176125,4.8
25293,April 2017,West Virginia,1463802,775852,53.0,737352,50.4,38500,5.0
25294,April 2017,Wisconsin,4586055,3146688,68.6,3043378,66.4,103310,3.3
25295,April 2017,Wyoming,448532,293812,65.5,281632,62.8,12180,4.1
25296,May 2017,Alabama,3827696,2168875,56.7,2070162,54.1,98713,4.6
25297,May 2017,Alaska,546809,362979,66.4,337104,61.6,25875,7.1
25298,May 2017,Arizona,5447926,3298810,60.6,3137217,57.6,161593,4.9
25299,May 2017,Arkansas,2322767,1353883,58.3,1304613,56.2,49270,3.6
25300,May 2017,California,30954709,19275710,62.3,18336124,59.2,939586,4.9
25301,May 2017,Colorado,4381588,2974362,67.9,2895708,66.1,78654,2.6
25302,May 2017,Connecticut,2888886,1922862,66.6,1831621,63.4,91241,4.7
25303,May 2017,Delaware,764793,477378,62.4,455227,59.5,22151,4.6
25304,May 2017,District of Columbia,568735,401304,70.6,376327,66.2,24977,6.2
25305,May 2017,Florida,16910431,10092636,59.7,9667350,57.2,425286,4.2
25306,May 2017,Georgia,7992706,5048145,63.2,4806202,60.1,241943,4.8
25307,May 2017,Hawaii,1095597,686763,62.7,670018,61.2,16745,2.4
25308,May 2017,Idaho,1297942,829143,63.9,802522,61.8,26621,3.2
25309,May 2017,Illinois,10059054,6480259,64.4,6162849,61.3,317410,4.9
25310,May 2017,Indiana,5176276,3320149,64.1,3204470,61.9,115679,3.5
25311,May 2017,Iowa,2452514,1680648,68.5,1626764,66.3,53884,3.2
25312,May 2017,Kansas,2217566,1478423,66.7,1424904,64.3,53519,3.6
25313,May 2017,Kentucky,3473007,2055366,59.2,1949689,56.1,105677,5.1
25314,May 2017,Louisiana,3594525,2108990,58.7,1996966,55.6,112024,5.3
25315,May 2017,Maine,1099651,700650,63.7,676724,61.5,23926,3.4
25316,May 2017,Maryland,4759471,3220840,67.7,3087296,64.9,133544,4.1
25317,May 2017,Massachusetts,5578204,3660570,65.6,3520112,63.1,140458,3.8
25318,May 2017,Michigan,7937284,4868271,61.3,4656279,58.7,211992,4.4
25319,May 2017,Minnesota,4359069,3060752,70.2,2954733,67.8,106019,3.5
25320,May 2017,Mississippi,2288258,1281747,56.0,1214444,53.1,67303,5.3
25321,May 2017,Missouri,4777192,3051380,63.9,2937638,61.5,113742,3.7
25322,May 2017,Montana,830148,524941,63.2,504036,60.7,20905,4.0
25323,May 2017,Nebraska,1463963,1006961,68.8,977653,66.8,29308,2.9
25324,May 2017,Nevada,2342365,1458436,62.3,1384079,59.1,74357,5.1
25325,May 2017,New Hampshire,1098542,746481,68.0,726362,66.1,20119,2.7
25326,May 2017,New Jersey,7153747,4520848,63.2,4316982,60.3,203866,4.5
25327,May 2017,New Mexico,1618768,928131,57.3,870862,53.8,57269,6.2
25328,May 2017,New York,15934317,9714518,61.0,9258713,58.1,455805,4.7
25329,May 2017,North Carolina,8014435,4929648,61.5,4709310,58.8,220338,4.5
25330,May 2017,North Dakota,580000,415074,71.6,404741,69.8,10333,2.5
25331,May 2017,Ohio,9183026,5782912,63.0,5490456,59.8,292456,5.1
25332,May 2017,Oklahoma,2995635,1829992,61.1,1751059,58.5,78933,4.3
25333,May 2017,Oregon,3321738,2098213,63.2,2012722,60.6,85491,4.1
25334,May 2017,Pennsylvania,10256057,6429284,62.7,6116394,59.6,312890,4.9
25335,May 2017,Rhode Island,861639,553542,64.2,529296,61.4,24246,4.4
25336,May 2017,South Carolina,3940640,2308727,58.6,2211586,56.1,97141,4.2
25337,May 2017,South Dakota,658501,454659,69.0,439720,66.8,14939,3.3
25338,May 2017,Tennessee,5269033,3186566,60.5,3066692,58.2,119874,3.8
25339,May 2017,Texas,21213441,13511179,63.7,12920950,60.9,590229,4.4
25340,May 2017,Utah,2241086,1556059,69.4,1504854,67.1,51205,3.3
25341,May 2017,Vermont,515293,344562,66.9,334014,64.8,10548,3.1
25342,May 2017,Virginia,6598412,4305429,65.2,4142960,62.8,162469,3.8
25343,May 2017,Washington,5815106,3711259,63.8,3534736,60.8,176523,4.8
25344,May 2017,West Virginia,1463106,775974,53.0,737505,50.4,38469,5.0
25345,May 2017,Wisconsin,4588304,3151015,68.7,3047441,66.4,103574,3.3
25346,May 2017,Wyoming,448244,293264,65.4,281445,62.8,11819,4.0
25347,June 2017,Alabama,3829215,2167792,56.6,2073795,54.2,93997,4.3
25348,June 2017,Alaska,546712,362973,66.4,336937,61.6,26036,7.2
25349,June 2017,Arizona,5456526,3306223,60.6,3147523,57.7,158700,4.8
25350,June 2017,Arkansas,2324011,1355468,58.3,1305806,56.2,49662,3.7
25351,June 2017,California,30975332,19301417,62.3,18375569,59.3,925848,4.8
25352,June 2017,Colorado,4387646,2986332,68.1,2905055,66.2,81277,2.7
25353,June 2017,Connecticut,2889467,1919943,66.4,1830329,63.3,89614,4.7
25354,June 2017,Delaware,765552,477590,62.4,455508,59.5,22082,4.6
25355,June 2017,District of Columbia,569224,401414,70.5,376393,66.1,25021,6.2
25356,June 2017,Florida,16934622,10103119,59.7,9686052,57.2,417067,4.1
25357,June 2017,Georgia,8002031,5057845,63.2,4821290,60.3,236555,4.7
25358,June 2017,Hawaii,1095494,685501,62.6,669333,61.1,16168,2.4
25359,June 2017,Idaho,1300629,831313,63.9,805101,61.9,26212,3.2
25360,June 2017,Illinois,10058928,6482244,64.4,6162869,61.3,319375,4.9
25361,June 2017,Indiana,5179315,3323074,64.2,3206041,61.9,117033,3.5
25362,June 2017,Iowa,2453727,1680150,68.5,1627079,66.3,53071,3.2
25363,June 2017,Kansas,2218160,1478974,66.7,1425614,64.3,53360,3.6
25364,June 2017,Kentucky,3474619,2058267,59.2,1953242,56.2,105025,5.1
25365,June 2017,Louisiana,3594724,2108571,58.7,1999584,55.6,108987,5.2
25366,June 2017,Maine,1100238,701278,63.7,676956,61.5,24322,3.5
25367,June 2017,Maryland,4761717,3223156,67.7,3090945,64.9,132211,4.1
25368,June 2017,Massachusetts,5581720,3661300,65.6,3522725,63.1,138575,3.8
25369,June 2017,Michigan,7940832,4872750,61.4,4660020,58.7,212730,4.4
25370,June 2017,Minnesota,4362967,3063469,70.2,2958660,67.8,104809,3.4
25371,June 2017,Mississippi,2288676,1280865,56.0,1214378,53.1,66487,5.2
25372,June 2017,Missouri,4779424,3051514,63.8,2939403,61.5,112111,3.7
25373,June 2017,Montana,831039,525565,63.2,504533,60.7,21032,4.0
25374,June 2017,Nebraska,1464953,1006927,68.7,977762,66.7,29165,2.9
25375,June 2017,Nevada,2346637,1461705,62.3,1387888,59.1,73817,5.1
25376,June 2017,New Hampshire,1099349,746758,67.9,726706,66.1,20052,2.7
25377,June 2017,New Jersey,7156668,4521158,63.2,4315167,60.3,205991,4.6
25378,June 2017,New Mexico,1619276,928342,57.3,871658,53.8,56684,6.1
25379,June 2017,New York,15936970,9725796,61.0,9266727,58.1,459069,4.7
25380,June 2017,North Carolina,8024129,4937960,61.5,4720362,58.8,217598,4.4
25381,June 2017,North Dakota,579884,414953,71.6,404652,69.8,10301,2.5
25382,June 2017,Ohio,9186878,5788647,63.0,5495452,59.8,293195,5.1
25383,June 2017,Oklahoma,2996546,1832536,61.2,1754616,58.6,77920,4.3
25384,June 2017,Oregon,3326139,2104103,63.3,2017714,60.7,86389,4.1
25385,June 2017,Pennsylvania,10258498,6423804,62.6,6114818,59.6,308986,4.8
25386,June 2017,Rhode Island,861974,553964,64.3,529710,61.5,24254,4.4
25387,June 2017,South Carolina,3945797,2310505,58.6,2213831,56.1,96674,4.2
25388,June 2017,South Dakota,659038,454984,69.0,439862,66.7,15122,3.3
25389,June 2017,Tennessee,5274245,3193624,60.6,3079109,58.4,114515,3.6
25390,June 2017,Texas,21242514,13521702,63.7,12949702,61.0,572000,4.2
25391,June 2017,Utah,2245543,1559718,69.5,1508525,67.2,51193,3.3
25392,June 2017,Vermont,515406,344631,66.9,334172,64.8,10459,3.0
25393,June 2017,Virginia,6603095,4310752,65.3,4150174,62.9,160578,3.7
25394,June 2017,Washington,5824183,3721663,63.9,3544610,60.9,177053,4.8
25395,June 2017,West Virginia,1462421,776543,53.1,737716,50.4,38827,5.0
25396,June 2017,Wisconsin,4590703,3155117,68.7,3050570,66.5,104547,3.3
25397,June 2017,Wyoming,447936,292932,65.4,281224,62.8,11708,4.0
25398,July 2017,Alabama,3830854,2167264,56.6,2077406,54.2,89858,4.1
25399,July 2017,Alaska,546610,362938,66.4,336758,61.6,26180,7.2
25400,July 2017,Arizona,5465447,3315606,60.7,3158946,57.8,156660,4.7
25401,July 2017,Arkansas,2325466,1356874,58.3,1306789,56.2,50085,3.7
25402,July 2017,California,30996834,19331124,62.4,18419983,59.4,911141,4.7
25403,July 2017,Colorado,4393957,2999765,68.3,2914991,66.3,84774,2.8
25404,July 2017,Connecticut,2890225,1916978,66.3,1828819,63.3,88159,4.6
25405,July 2017,Delaware,766340,477798,62.3,455825,59.5,21973,4.6
25406,July 2017,District of Columbia,569795,401403,70.4,376548,66.1,24855,6.2
25407,July 2017,Florida,16959581,10113656,59.6,9703693,57.2,409963,4.1
25408,July 2017,Georgia,8011075,5069004,63.3,4836657,60.4,232347,4.6
25409,July 2017,Hawaii,1095354,684301,62.5,668688,61.0,15613,2.3
25410,July 2017,Idaho,1303370,834069,64.0,808229,62.0,25840,3.1
25411,July 2017,Illinois,10058951,6487687,64.5,6165596,61.3,322091,5.0
25412,July 2017,Indiana,5182675,3325829,64.2,3207240,61.9,118589,3.6
25413,July 2017,Iowa,2455098,1679261,68.4,1627122,66.3,52139,3.1
25414,July 2017,Kansas,2218860,1479529,66.7,1426310,64.3,53219,3.6
25415,July 2017,Kentucky,3476399,2059784,59.3,1956575,56.3,103209,5.0
25416,July 2017,Louisiana,3595191,2109398,58.7,2003525,55.7,105873,5.0
25417,July 2017,Maine,1100916,701632,63.7,677317,61.5,24315,3.5
25418,July 2017,Maryland,4764295,3224892,67.7,3093664,64.9,131228,4.1
25419,July 2017,Massachusetts,5585614,3661353,65.5,3525238,63.1,136115,3.7
25420,July 2017,Michigan,7944890,4880845,61.4,4663173,58.7,217672,4.5
25421,July 2017,Minnesota,4367149,3066447,70.2,2962549,67.8,103898,3.4
25422,July 2017,Mississippi,2289241,1279873,55.9,1214572,53.1,65301,5.1
25423,July 2017,Missouri,4781604,3051495,63.8,2940450,61.5,111045,3.6
25424,July 2017,Montana,831968,526162,63.2,504943,60.7,21219,4.0
25425,July 2017,Nebraska,1465976,1006976,68.7,977827,66.7,29149,2.9
25426,July 2017,Nevada,2351030,1465290,62.3,1392091,59.2,73199,5.0
25427,July 2017,New Hampshire,1100210,747053,67.9,727082,66.1,19971,2.7
25428,July 2017,New Jersey,7159985,4521445,63.1,4312397,60.2,209048,4.6
25429,July 2017,New Mexico,1619858,928948,57.3,872679,53.9,56269,6.1
25430,July 2017,New York,15940589,9732085,61.1,9270898,58.2,461187,4.7
25431,July 2017,North Carolina,8034183,4947650,61.6,4730565,58.9,217085,4.4
25432,July 2017,North Dakota,579809,414729,71.5,404307,69.7,10422,2.5
25433,July 2017,Ohio,9191355,5792693,63.0,5499672,59.8,293021,5.1
25434,July 2017,Oklahoma,2997427,1835587,61.2,1758436,58.7,77151,4.2
25435,July 2017,Oregon,3330800,2109864,63.3,2022547,60.7,87317,4.1
25436,July 2017,Pennsylvania,10261604,6420179,62.6,6112950,59.6,307229,4.8
25437,July 2017,Rhode Island,862297,554618,64.3,530224,61.5,24394,4.4
25438,July 2017,South Carolina,3950287,2313222,58.6,2216343,56.1,96879,4.2
25439,July 2017,South Dakota,659597,455387,69.0,440067,66.7,15320,3.4
25440,July 2017,Tennessee,5279799,3202347,60.7,3091739,58.6,110608,3.5
25441,July 2017,Texas,21272034,13538176,63.6,12981460,61.0,556716,4.1
25442,July 2017,Utah,2250128,1563668,69.5,1512633,67.2,51035,3.3
25443,July 2017,Vermont,515536,344771,66.9,334414,64.9,10357,3.0
25444,July 2017,Virginia,6607903,4315694,65.3,4156594,62.9,159100,3.7
25445,July 2017,Washington,5833527,3732981,64.0,3555370,60.9,177611,4.8
25446,July 2017,West Virginia,1461823,777725,53.2,738132,50.5,39593,5.1
25447,July 2017,Wisconsin,4593365,3158485,68.8,3053208,66.5,105277,3.3
25448,July 2017,Wyoming,447665,292765,65.4,280961,62.8,11804,4.0
25449,August 2017,Alabama,3832595,2166556,56.5,2080173,54.3,86383,4.0
25450,August 2017,Alaska,546598,362802,66.4,336540,61.6,26262,7.2
25451,August 2017,Arizona,5474942,3325430,60.7,3169571,57.9,155859,4.7
25452,August 2017,Arkansas,2327002,1357615,58.3,1307228,56.2,50387,3.7
25453,August 2017,California,31020371,19357883,62.4,18462776,59.5,895107,4.6
25454,August 2017,Colorado,4400684,3012679,68.5,2924477,66.5,88202,2.9
25455,August 2017,Connecticut,2891040,1914331,66.2,1827299,63.2,87032,4.5
25456,August 2017,Delaware,767186,477907,62.3,456059,59.4,21848,4.6
25457,August 2017,District of Columbia,570360,401321,70.4,376810,66.1,24511,6.1
25458,August 2017,Florida,16986475,10123142,59.6,9719243,57.2,403899,4.0
25459,August 2017,Georgia,8020925,5079464,63.3,4849918,60.5,229546,4.5
25460,August 2017,Hawaii,1095414,683307,62.4,668174,61.0,15133,2.2
25461,August 2017,Idaho,1306182,836994,64.1,811464,62.1,25530,3.1
25462,August 2017,Illinois,10059308,6493549,64.6,6170372,61.3,323177,5.0
25463,August 2017,Indiana,5185849,3326633,64.1,3207716,61.9,118917,3.6
25464,August 2017,Iowa,2456418,1677745,68.3,1626667,66.2,51078,3.0
25465,August 2017,Kansas,2219753,1479592,66.7,1426624,64.3,52968,3.6
25466,August 2017,Kentucky,3478034,2059316,59.2,1959110,56.3,100206,4.9
25467,August 2017,Louisiana,3595714,2111175,58.7,2008207,55.9,102968,4.9
25468,August 2017,Maine,1101570,701481,63.7,677657,61.5,23824,3.4
25469,August 2017,Maryland,4766968,3225083,67.7,3094512,64.9,130571,4.0
25470,August 2017,Massachusetts,5589404,3660376,65.5,3526995,63.1,133381,3.6
25471,August 2017,Michigan,7948706,4889985,61.5,4665595,58.7,224390,4.6
25472,August 2017,Minnesota,4371226,3068539,70.2,2965558,67.8,102981,3.4
25473,August 2017,Mississippi,2289815,1278839,55.8,1215026,53.1,63813,5.0
25474,August 2017,Missouri,4784101,3050689,63.8,2940217,61.5,110472,3.6
25475,August 2017,Montana,832928,526553,63.2,505168,60.6,21385,4.1
25476,August 2017,Nebraska,1467070,1006930,68.6,977748,66.6,29182,2.9
25477,August 2017,Nevada,2355649,1468711,62.3,1396126,59.3,72585,4.9
25478,August 2017,New Hampshire,1101087,747101,67.9,727261,66.0,19840,2.7
25479,August 2017,New Jersey,7163572,4520146,63.1,4308354,60.1,211792,4.7
25480,August 2017,New Mexico,1620646,929744,57.4,873743,53.9,56001,6.0
25481,August 2017,New York,15944689,9730710,61.0,9269669,58.1,461041,4.7
25482,August 2017,North Carolina,8044409,4956805,61.6,4738606,58.9,218199,4.4
25483,August 2017,North Dakota,579774,414350,71.5,403736,69.6,10614,2.6
25484,August 2017,Ohio,9195272,5793074,63.0,5502146,59.8,290928,5.0
25485,August 2017,Oklahoma,2998679,1838382,61.3,1761777,58.8,76605,4.2
25486,August 2017,Oregon,3335482,2114842,63.4,2026884,60.8,87958,4.2
25487,August 2017,Pennsylvania,10264714,6418186,62.5,6110992,59.5,307194,4.8
25488,August 2017,Rhode Island,862659,555295,64.4,530676,61.5,24619,4.4
25489,August 2017,South Carolina,3955758,2315916,58.5,2218539,56.1,97377,4.2
25490,August 2017,South Dakota,660206,455739,69.0,440262,66.7,15477,3.4
25491,August 2017,Tennessee,5285340,3210630,60.7,3102518,58.7,108112,3.4
25492,August 2017,Texas,21303690,13557380,63.6,13011807,61.1,545573,4.0
25493,August 2017,Utah,2254579,1567493,69.5,1516761,67.3,50732,3.2
25494,August 2017,Vermont,515667,344853,66.9,334607,64.9,10246,3.0
25495,August 2017,Virginia,6613048,4318898,65.3,4161031,62.9,157867,3.7
25496,August 2017,Washington,5843014,3743241,64.1,3565350,61.0,177891,4.8
25497,August 2017,West Virginia,1461213,779200,53.3,738655,50.6,40545,5.2
25498,August 2017,Wisconsin,4595931,3160064,68.8,3055061,66.5,105003,3.3
25499,August 2017,Wyoming,447422,292617,65.4,280643,62.7,11974,4.1
25500,September 2017,Alabama,3834293,2165752,56.5,2082085,54.3,83667,3.9
25501,September 2017,Alaska,546609,362660,66.3,336377,61.5,26283,7.2
25502,September 2017,Arizona,5484427,3334438,60.8,3178341,58.0,156097,4.7
25503,September 2017,Arkansas,2328549,1357918,58.3,1307414,56.1,50504,3.7
25504,September 2017,California,31043937,19380546,62.4,18501320,59.6,879226,4.5
25505,September 2017,Colorado,4407421,3023747,68.6,2932976,66.5,90771,3.0
25506,September 2017,Connecticut,2891886,1912788,66.1,1826437,63.2,86351,4.5
25507,September 2017,Delaware,768080,477990,62.2,456252,59.4,21738,4.5
25508,September 2017,District of Columbia,570967,401322,70.3,377212,66.1,24110,6.0
25509,September 2017,Florida,17013401,10132775,59.6,9733804,57.2,398971,3.9
25510,September 2017,Georgia,8030844,5088500,63.4,4860568,60.5,227932,4.5
25511,September 2017,Hawaii,1095441,682773,62.3,667996,61.0,14777,2.2
25512,September 2017,Idaho,1309002,839790,64.2,814500,62.2,25290,3.0
25513,September 2017,Illinois,10059706,6499081,64.6,6177211,61.4,321870,5.0
25514,September 2017,Indiana,5189029,3325561,64.1,3208113,61.8,117448,3.5
25515,September 2017,Iowa,2457762,1676271,68.2,1626240,66.2,50031,3.0
25516,September 2017,Kansas,2220645,1479401,66.6,1426787,64.3,52614,3.6
25517,September 2017,Kentucky,3479753,2057649,59.1,1960964,56.4,96685,4.7
25518,September 2017,Louisiana,3596279,2113558,58.8,2012936,56.0,100622,4.8
25519,September 2017,Maine,1102186,701068,63.6,678016,61.5,23052,3.3
25520,September 2017,Maryland,4769679,3224463,67.6,3094219,64.9,130244,4.0
25521,September 2017,Massachusetts,5593228,3659358,65.4,3528571,63.1,130787,3.6
25522,September 2017,Michigan,7952585,4897928,61.6,4668421,58.7,229507,4.7
25523,September 2017,Minnesota,4375279,3070030,70.2,2967990,67.8,102040,3.3
25524,September 2017,Mississippi,2290379,1278158,55.8,1215859,53.1,62299,4.9
25525,September 2017,Missouri,4786641,3049893,63.7,2939528,61.4,110365,3.6
25526,September 2017,Montana,833926,526852,63.2,505340,60.6,21512,4.1
25527,September 2017,Nebraska,1468196,1006987,68.6,977765,66.6,29222,2.9
25528,September 2017,Nevada,2360240,1471791,62.4,1399686,59.3,72105,4.9
25529,September 2017,New Hampshire,1101973,747062,67.8,727391,66.0,19671,2.6
25530,September 2017,New Jersey,7167163,4518109,63.0,4304556,60.1,213553,4.7
25531,September 2017,New Mexico,1621429,930756,57.4,874914,54.0,55842,6.0
25532,September 2017,New York,15948874,9724760,61.0,9265933,58.1,458827,4.7
25533,September 2017,North Carolina,8054617,4964461,61.6,4744582,58.9,219879,4.4
25534,September 2017,North Dakota,579720,413976,71.4,403175,69.5,10801,2.6
25535,September 2017,Ohio,9199250,5790537,62.9,5503699,59.8,286838,5.0
25536,September 2017,Oklahoma,2999919,1840852,61.4,1764595,58.8,76257,4.1
25537,September 2017,Oregon,3340216,2119032,63.4,2030817,60.8,88215,4.2
25538,September 2017,Pennsylvania,10267837,6418386,62.5,6110417,59.5,307969,4.8
25539,September 2017,Rhode Island,862998,555930,64.4,531065,61.5,24865,4.5
25540,September 2017,South Carolina,3961228,2318235,58.5,2220466,56.1,97769,4.2
25541,September 2017,South Dakota,660805,456095,69.0,440524,66.7,15571,3.4
25542,September 2017,Tennessee,5290907,3217261,60.8,3110603,58.8,106658,3.3
25543,September 2017,Texas,21335340,13577714,63.6,13039301,61.1,538413,4.0
25544,September 2017,Utah,2259055,1571151,69.5,1520746,67.3,50405,3.2
25545,September 2017,Vermont,515827,344932,66.9,334790,64.9,10142,2.9
25546,September 2017,Virginia,6618234,4320845,65.3,4164002,62.9,156843,3.6
25547,September 2017,Washington,5852506,3751574,64.1,3573965,61.1,177609,4.7
25548,September 2017,West Virginia,1460625,780761,53.5,739290,50.6,41471,5.3
25549,September 2017,Wisconsin,4598522,3160464,68.7,3056887,66.5,103577,3.3
25550,September 2017,Wyoming,447172,292490,65.4,280381,62.7,12109,4.1
25551,October 2017,Alabama,3836070,2164470,56.4,2082593,54.3,81877,3.8
25552,October 2017,Alaska,546588,362514,66.3,336249,61.5,26265,7.2
25553,October 2017,Arizona,5493903,3340425,60.8,3183588,57.9,156837,4.7
25554,October 2017,Arkansas,2330094,1357679,58.3,1307175,56.1,50504,3.7
25555,October 2017,California,31067364,19392851,62.4,18526266,59.6,866585,4.5
25556,October 2017,Colorado,4414152,3031110,68.7,2938819,66.6,92291,3.0
25557,October 2017,Connecticut,2892702,1912024,66.1,1825953,63.1,86071,4.5
25558,October 2017,Delaware,768949,477983,62.2,456314,59.3,21669,4.5
25559,October 2017,District of Columbia,571548,401373,70.2,377589,66.1,23784,5.9
25560,October 2017,Florida,17040366,10139339,59.5,9743503,57.2,395836,3.9
25561,October 2017,Georgia,8040738,5093754,63.3,4866501,60.5,227253,4.5
25562,October 2017,Hawaii,1095478,682569,62.3,667998,61.0,14571,2.1
25563,October 2017,Idaho,1311822,841857,64.2,816726,62.3,25131,3.0
25564,October 2017,Illinois,10060091,6501975,64.6,6182414,61.5,319561,4.9
25565,October 2017,Indiana,5192261,3322852,64.0,3207794,61.8,115058,3.5
25566,October 2017,Iowa,2459122,1675041,68.1,1625795,66.1,49246,2.9
25567,October 2017,Kansas,2221558,1478910,66.6,1426621,64.2,52289,3.5
25568,October 2017,Kentucky,3481447,2055308,59.0,1961625,56.3,93683,4.6
25569,October 2017,Louisiana,3596825,2115366,58.8,2016232,56.1,99134,4.7
25570,October 2017,Maine,1102861,700529,63.5,678223,61.5,22306,3.2
25571,October 2017,Maryland,4772360,3223061,67.5,3092834,64.8,130227,4.0
25572,October 2017,Massachusetts,5597079,3658063,65.4,3529226,63.1,128837,3.5
25573,October 2017,Michigan,7956497,4902141,61.6,4670149,58.7,231992,4.7
25574,October 2017,Minnesota,4379442,3070582,70.1,2969194,67.8,101388,3.3
25575,October 2017,Mississippi,2290974,1277620,55.8,1216553,53.1,61067,4.8
25576,October 2017,Missouri,4789210,3048881,63.7,2938214,61.4,110667,3.6
25577,October 2017,Montana,834904,527027,63.1,505448,60.5,21579,4.1
25578,October 2017,Nebraska,1469334,1007035,68.5,977763,66.5,29272,2.9
25579,October 2017,Nevada,2364860,1473938,62.3,1402099,59.3,71839,4.9
25580,October 2017,New Hampshire,1102880,746893,67.7,727395,66.0,19498,2.6
25581,October 2017,New Jersey,7170755,4515353,63.0,4301089,60.0,214264,4.7
25582,October 2017,New Mexico,1622211,931539,57.4,875803,54.0,55736,6.0
25583,October 2017,New York,15953016,9715583,60.9,9259461,58.0,456122,4.7
25584,October 2017,North Carolina,8064872,4968481,61.6,4747159,58.9,221322,4.5
25585,October 2017,North Dakota,579688,413648,71.4,402725,69.5,10923,2.6
25586,October 2017,Ohio,9203241,5785775,62.9,5503328,59.8,282447,4.9
25587,October 2017,Oklahoma,3001179,1842332,61.4,1766262,58.9,76070,4.1
25588,October 2017,Oregon,3344893,2121693,63.4,2033478,60.8,88215,4.2
25589,October 2017,Pennsylvania,10271021,6418284,62.5,6109456,59.5,308828,4.8
25590,October 2017,Rhode Island,863369,556339,64.4,531268,61.5,25071,4.5
25591,October 2017,South Carolina,3966728,2319409,58.5,2221475,56.0,97934,4.2
25592,October 2017,South Dakota,661410,456331,69.0,440726,66.6,15605,3.4
25593,October 2017,Tennessee,5296525,3220679,60.8,3114718,58.8,105961,3.3
25594,October 2017,Texas,21366983,13592091,63.6,13057389,61.1,534702,3.9
25595,October 2017,Utah,2263540,1573918,69.5,1523759,67.3,50159,3.2
25596,October 2017,Vermont,515977,344945,66.9,334886,64.9,10059,2.9
25597,October 2017,Virginia,6623426,4320772,65.2,4164655,62.9,156117,3.6
25598,October 2017,Washington,5862032,3756619,64.1,3579503,61.1,177116,4.7
25599,October 2017,West Virginia,1460051,781886,53.6,739699,50.7,42187,5.4
25600,October 2017,Wisconsin,4601113,3159757,68.7,3057975,66.5,101782,3.2
25601,October 2017,Wyoming,446958,292348,65.4,280189,62.7,12159,4.2
25602,November 2017,Alabama,3837447,2163722,56.4,2081752,54.2,81970,3.8
25603,November 2017,Alaska,546554,362458,66.3,336224,61.5,26234,7.2
25604,November 2017,Arizona,5502915,3340656,60.7,3183120,57.8,157536,4.7
25605,November 2017,Arkansas,2331443,1357161,58.2,1306710,56.0,50451,3.7
25606,November 2017,California,31088978,19390563,62.4,18525773,59.6,864790,4.5
25607,November 2017,Colorado,4420557,3031291,68.6,2939071,66.5,92220,3.0
25608,November 2017,Connecticut,2893280,1912251,66.1,1826004,63.1,86247,4.5
25609,November 2017,Delaware,769760,477911,62.1,456236,59.3,21675,4.5
25610,November 2017,District of Columbia,572100,401402,70.2,377694,66.0,23708,5.9
25611,November 2017,Florida,17065606,10139552,59.4,9743382,57.1,396170,3.9
25612,November 2017,Georgia,8050028,5093090,63.3,4865264,60.4,227826,4.5
25613,November 2017,Hawaii,1095534,682710,62.3,668104,61.0,14606,2.1
25614,November 2017,Idaho,1314519,842083,64.1,816951,62.1,25132,3.0
25615,November 2017,Illinois,10059631,6501460,64.6,6183083,61.5,318377,4.9
25616,November 2017,Indiana,5195016,3320822,63.9,3207096,61.7,113726,3.4
25617,November 2017,Iowa,2460207,1674753,68.1,1625600,66.1,49153,2.9
25618,November 2017,Kansas,2222227,1478545,66.5,1426326,64.2,52219,3.5
